CreditScore,Age,Tenure,NumOfProducts,New_Estimated_Salary,Gender_Female,Gender_Male
445,45,10,2,9097.748,0,1
687,36,5,1,1769.622,1,0
735,28,5,2,11495.722,0,1
651,56,2,1,11452.268,0,1
497,41,9,1,2207.448,0,1
595,45,9,1,19144.896,1,0
850,56,7,1,11917.545,0,1
640,33,6,2,11304.878999999999,1,0
689,47,2,2,3112.142,0,1
623,44,1,1,8082.878,0,1
661,47,5,1,10724.331,0,1
650,64,7,1,3227.509,1,0
625,56,0,1,4682.408,0,1
727,46,3,4,13075.201,0,1
501,24,4,2,8024.114,0,1
597,26,5,2,9515.913,0,1
850,32,9,2,1892.4919999999997,1,0
742,55,5,1,12120.766,0,1
557,39,8,1,17794.464,0,1
791,52,7,1,12278.25,1,0
723,34,5,2,1209.203,0,1
618,48,7,1,1392.182,0,1
584,33,3,2,5910.313,0,1
743,41,7,1,16373.609,0,1
580,50,0,1,5754.108,0,1
416,25,0,2,16052.332999999999,1,0
597,53,4,1,6938.4710000000005,1,0
733,36,1,2,10837.782000000001,0,1
639,37,4,2,18185.074,1,0
553,35,2,2,4364.0160000000005,0,1
759,38,1,1,9156.191,1,0
732,69,9,1,11093.224,1,0
579,26,10,1,1845.8200000000002,1,0
680,25,4,1,9016.235,1,0
688,41,2,2,6552.074,0,1
630,39,10,1,5885.487999999999,0,1
725,38,6,2,15869.728,0,1
741,25,4,2,7387.365,0,1
718,35,8,2,9482.085000000001,0,1
765,44,6,2,15989.997,0,1
548,36,3,1,6599.69,1,0
635,29,8,2,14107.551000000001,1,0
761,37,7,1,19929.301,0,1
660,36,0,1,18144.951,1,0
525,60,7,2,16803.489999999998,1,0
850,27,8,2,11080.579,1,0
660,39,5,1,17368.3,1,0
708,42,9,2,10480.474,0,1
741,19,8,2,2485.725,1,0
695,45,3,2,3079.361,0,1
675,38,6,1,13877.7,1,0
620,43,2,2,2067.0099999999998,1,0
685,21,6,1,16496.627,1,0
809,33,3,2,14142.678,1,0
506,28,8,1,2457.734,0,1
551,36,5,1,18347.912,1,0
599,35,6,1,7687.081,0,1
526,66,7,2,15836.589000000002,0,1
594,38,10,2,5833.291,1,0
617,24,4,2,9119.511999999999,1,0
677,34,10,1,5077.777,1,0
761,33,6,2,14877.941,1,0
716,18,3,1,19732.213,1,0
555,41,10,2,18538.714,0,1
510,26,6,1,15974.232999999998,1,0
792,50,9,4,19470.081,0,1
698,64,1,1,8476.032000000001,1,0
564,31,4,2,5352.003,0,1
685,23,5,1,14115.228,0,1
479,40,1,2,11499.643,0,1
616,44,5,1,17823.537,0,1
786,29,7,2,6494.557,0,1
850,43,0,3,18404.48,0,1
714,29,6,1,6957.849,0,1
642,48,9,4,7870.298,0,1
699,39,9,1,8096.392,0,1
742,41,4,1,7374.3949999999995,1,0
500,45,2,1,12614.508,0,1
755,30,4,2,14418.310000000001,0,1
710,34,9,2,14707.467,0,1
807,42,1,1,1650.066,1,0
479,24,6,2,16950.583,0,1
582,31,2,2,3374.703,0,1
498,35,2,2,18834.305,0,1
640,68,9,2,19949.338,0,1
759,40,4,2,12461.559,0,1
455,27,5,2,7077.497,1,0
629,35,7,2,3182.429,0,1
713,42,0,1,16787.349,0,1
640,23,3,1,16133.313,0,1
846,61,0,2,9620.244,0,1
629,35,4,2,15842.014000000001,0,1
559,40,5,1,3263.554,1,0
646,57,6,1,1391.127,1,0
719,28,3,2,18389.331,0,1
700,30,9,1,17497.164,1,0
677,37,3,1,11794.630000000001,0,1
684,38,5,2,19835.528,0,1
653,34,5,1,5282.013,0,1
467,57,1,2,11444.877,0,1
588,35,1,1,17986.601000000002,1,0
670,33,8,1,3945.1089999999995,0,1
689,46,7,2,7299.365,1,0
628,45,8,2,19390.306,1,0
724,34,2,2,11886.338,1,0
660,29,6,1,12385.058,1,0
646,73,6,1,10471.966,1,0
687,26,6,2,3290.9129999999996,1,0
701,37,8,1,12003.128999999999,0,1
770,33,4,1,2608.054,1,0
764,24,7,2,18610.599,1,0
701,35,2,2,6576.522,1,0
535,50,1,3,6953.122,1,0
652,38,6,2,18865.797,1,0
642,38,3,2,17146.382999999998,0,1
782,34,6,1,4214.361,0,1
720,34,3,2,7704.778,0,1
744,44,3,2,18901.614,1,0
617,58,3,2,3519.924,1,0
572,39,4,1,4937.397,0,1
573,32,9,2,13023.463,1,0
565,38,7,2,8384.479,1,0
606,36,5,2,17935.189000000002,0,1
635,27,8,1,15291.605,1,0
850,25,8,2,8783.424,1,0
543,49,6,1,10425.356,0,1
673,39,8,1,11046.850999999999,0,1
545,45,6,2,16232.126,0,1
724,48,6,2,8055.211,1,0
739,58,1,1,16012.266,0,1
502,64,3,1,10099.511,1,0
800,46,6,2,17192.804,1,0
693,30,6,1,5045.719999999999,1,0
567,40,7,1,13855.274,0,1
736,28,2,2,11743.11,1,0
802,31,1,1,18765.809,0,1
673,40,5,1,8175.392,1,0
473,40,8,2,7307.3679999999995,0,1
675,49,8,1,17952.124,0,1
751,51,7,1,14641.141,1,0
543,35,10,1,7677.353,0,1
721,40,9,1,16027.765,0,1
702,50,3,2,9494.984,0,1
622,30,2,3,14234.255,1,0
765,40,6,1,6797.245,0,1
632,41,3,1,3364.221,1,0
629,29,6,2,8884.28,0,1
567,54,9,1,5203.529,0,1
648,34,3,1,5472.643,1,0
651,41,4,1,15130.348000000002,1,0
629,39,10,2,4317.449,1,0
565,32,4,2,11874.037,1,0
619,48,4,1,1809.4959999999999,1,0
644,18,7,1,5964.523999999999,0,1
523,36,8,1,1319.7440000000001,1,0
608,42,5,2,17850.429,0,1
631,35,9,2,2447.223,0,1
554,48,7,2,6370.807,1,0
383,48,8,1,13770.201000000001,1,0
647,35,3,2,14793.045999999998,1,0
604,28,7,2,5859.564,0,1
669,50,4,1,16638.622,1,0
652,38,1,1,15964.944,1,0
593,32,9,2,5393.1050000000005,1,0
556,26,4,1,19516.738,0,1
675,35,8,1,3517.7309999999998,1,0
563,35,2,1,6600.675,1,0
443,54,3,1,7019.623,1,0
431,37,0,1,11702.308,0,1
714,34,10,2,8023.414,0,1
680,27,3,1,3245.426,0,1
539,38,8,1,1312.341,1,0
592,60,9,4,1361.401,0,1
651,35,7,3,12945.128999999999,0,1
850,49,6,1,6576.93,0,1
614,30,3,2,5477.664,1,0
713,41,3,2,5577.204,0,1
590,36,1,2,4887.683999999999,0,1
570,29,4,1,13136.357,1,0
689,40,4,4,11925.934,1,0
739,27,8,1,10696.998,1,0
780,34,1,1,6480.404,0,1
681,41,0,2,17572.231,1,0
594,35,2,1,6536.166,0,1
667,34,5,2,16383.064000000002,1,0
638,34,5,1,15564.304,0,1
682,48,9,1,4973.29,1,0
656,34,6,1,1403.2620000000002,1,0
731,52,10,1,2499.875,1,0
697,42,9,2,17466.765,0,1
817,46,0,1,8794.185000000001,1,0
800,40,3,2,13256.223000000002,1,0
592,37,9,3,1065.6889999999999,0,1
646,37,7,1,16342.717999999999,1,0
636,29,3,1,13192.438,1,0
548,38,0,2,3843.4730000000004,0,1
640,31,10,1,16846.965,1,0
533,52,7,1,19411.398999999998,1,0
531,63,1,1,2450.695,1,0
485,51,7,2,5111.314,0,1
550,42,10,1,6309.265,1,0
601,44,1,2,6267.853,0,1
727,59,5,1,7183.01,0,1
568,26,10,2,15449.139000000001,1,0
738,49,3,3,6506.648,0,1
428,62,1,1,5838.177,1,0
629,59,9,1,11684.878999999999,0,1
624,38,3,2,16366.685000000001,1,0
399,46,2,1,13999.467999999999,0,1
808,24,4,1,17410.704,0,1
601,46,3,1,13776.393,1,0
632,39,5,2,9353.638,1,0
761,38,1,2,10939.462,1,0
621,59,2,2,17136.417999999998,1,0
580,35,9,1,3567.1449999999995,0,1
541,36,5,2,12479.583999999999,0,1
778,33,9,2,18024.994,1,0
660,40,5,2,3876.161,0,1
550,22,7,1,12989.094000000001,1,0
620,29,1,2,15470.060999999998,1,0
678,41,2,1,1408.3120000000001,0,1
692,30,2,2,13048.657000000001,0,1
678,22,4,1,2814.906,1,0
768,42,5,3,6068.64,0,1
727,31,10,2,7661.4039999999995,1,0
571,25,6,2,16770.507,0,1
547,55,4,3,1692.2279999999998,0,1
588,34,6,2,8646.028,0,1
794,55,6,1,16052.635999999999,1,0
769,29,4,1,18838.277,0,1
474,33,5,2,18194.552,0,1
621,47,0,1,13383.136999999999,0,1
710,21,4,2,5619.199,0,1
512,51,6,1,16503.517,0,1
592,66,5,1,7626.759,1,0
606,40,5,2,7089.927000000001,0,1
799,22,8,2,19263.385000000002,1,0
650,25,2,1,2532.507,1,0
605,39,3,2,19939.045000000002,0,1
493,36,5,2,5609.251,1,0
693,37,1,2,8286.755000000001,0,1
799,35,7,2,14078.079999999998,0,1
689,33,2,2,16938.19,0,1
754,27,8,2,12182.116,1,0
641,57,5,2,12244.918,0,1
652,26,3,2,16898.977,0,1
730,23,8,2,18328.453,0,1
499,57,1,1,13137.238000000001,1,0
656,40,10,1,15188.716,1,0
792,30,8,2,19964.420000000002,0,1
683,41,0,1,16391.132,0,1
580,35,10,2,2479.947,0,1
675,61,5,3,16630.516,1,0
685,30,4,2,19434.372,1,0
790,41,2,1,19822.438000000002,1,0
706,44,2,2,6541.341,1,0
584,36,4,1,7024.079,1,0
625,32,7,1,13479.401999999998,0,1
740,37,5,2,2752.84,1,0
740,36,7,1,1317.74,0,1
757,34,1,2,4496.544,1,0
801,32,4,1,3789.85,1,0
748,34,8,2,5358.403,1,0
626,38,7,1,5279.556,0,1
501,42,9,1,9142.974,0,1
578,45,1,1,14339.714000000002,0,1
789,37,6,1,7112.103999999999,1,0
699,40,2,1,7838.732000000001,0,1
635,78,6,1,11940.008,1,0
570,30,2,1,4795.245,0,1
583,27,1,1,11078.442,1,0
558,39,10,1,2287.816,0,1
587,42,5,1,19489.033,0,1
715,34,4,1,9778.292,0,1
746,21,8,2,19456.364999999998,1,0
783,39,9,2,14375.276999999998,0,1
718,38,7,2,3830.834,0,1
715,41,8,2,9298.261,1,0
850,38,5,1,7826.861,0,1
675,32,1,3,8590.109,0,1
567,34,10,2,16157.179,0,1
638,29,9,1,1533.6399999999999,1,0
751,31,8,2,1755.0490000000002,0,1
581,47,1,1,18025.167999999998,1,0
411,29,0,2,5348.321,0,1
778,33,5,2,3275.755,0,1
707,42,10,2,15294.439000000002,1,0
626,43,4,1,13044.208,0,1
586,37,8,2,10466.579,0,1
518,38,3,1,16230.458999999999,0,1
653,35,6,2,2386.421,0,1
717,38,7,2,15858.005,0,1
770,30,8,2,5083.985,0,1
539,39,1,1,2818.4700000000003,0,1
536,44,4,1,13100.717999999999,1,0
635,29,2,2,11717.380000000001,0,1
473,48,8,2,7113.9800000000005,0,1
723,47,10,2,10337.931,1,0
736,36,6,1,7049.666,1,0
614,46,4,1,7437.957,0,1
645,44,10,2,16670.722,0,1
601,38,0,2,16519.665,1,0
738,31,9,1,4197.072,0,1
637,63,5,1,2809.277,1,0
668,35,6,1,5399.464,1,0
751,48,9,1,13750.842,1,0
690,42,3,2,7081.06,1,0
704,24,2,1,3560.025,1,0
739,37,8,2,19155.71,1,0
653,41,1,1,1512.632,0,1
620,25,8,1,7385.794,1,0
575,37,0,2,3011.432,1,0
850,49,8,1,11917.488000000001,0,1
629,36,1,2,14637.172,0,1
667,38,6,1,7396.317,1,0
477,36,3,1,7404.2,1,0
515,60,9,1,1842.4240000000002,0,1
644,50,9,4,19637.113,0,1
598,27,10,1,8413.612,1,0
598,60,4,1,19772.714,0,1
626,34,3,2,3787.029,1,0
654,32,1,1,12614.323,1,0
704,39,1,1,11651.112,1,0
727,18,4,1,4694.1410000000005,0,1
780,51,4,1,19525.931,0,1
845,33,8,1,15066.497,0,1
594,40,9,2,19088.269,0,1
682,61,10,1,17214.132999999998,0,1
637,27,9,1,4678.692,0,1
647,43,3,2,8700.039,1,0
637,33,2,1,10921.943,0,1
571,38,1,1,15484.422,0,1
830,40,8,1,1951.238,1,0
737,43,1,1,13851.001,1,0
579,59,3,1,7487.822,1,0
837,31,9,1,5097.26,0,1
641,31,9,1,3223.16,0,1
696,44,8,1,7556.247,0,1
500,50,5,4,8386.635,1,0
612,35,3,1,4810.872,1,0
730,52,7,2,12239.884,1,0
515,28,9,2,9414.175,1,0
687,36,4,1,6318.505,1,0
744,41,2,1,19754.863,1,0
686,39,4,2,15502.393,0,1
609,31,9,1,15021.810999999998,0,1
850,44,8,2,18361.732,0,1
615,35,7,2,15078.429,0,1
669,51,3,1,8525.077000000001,0,1
775,48,4,2,5016.841,0,1
654,42,7,1,6760.789999999999,0,1
714,39,3,2,6384.636,0,1
630,40,8,2,4249.581,0,1
599,25,7,1,7900.594999999999,0,1
667,27,7,1,14940.259,0,1
717,40,0,1,11088.714,0,1
631,22,6,1,6374.751,1,0
552,33,5,1,1092.15,0,1
816,34,2,2,10290.891,1,0
559,36,1,2,5418.406,1,0
692,24,2,1,18049.053,0,1
645,38,7,1,16772.325,1,0
658,29,5,2,5491.492,0,1
850,35,2,2,5699.166,0,1
667,70,3,2,2088.196,0,1
718,52,8,3,3242.132,0,1
586,42,6,2,12341.023,0,1
757,51,1,1,2283.513,1,0
570,57,5,1,10366.030999999999,1,0
630,28,9,2,3259.935,0,1
797,46,8,1,16266.832999999999,1,0
350,39,0,2,12360.211,0,1
615,51,6,1,16914.938000000002,0,1
684,56,8,1,9939.836,0,1
622,39,9,2,10086.236,0,1
601,32,8,1,8695.742,0,1
439,43,8,1,10488.93,1,0
562,45,6,1,4686.4,0,1
734,54,3,1,13080.554,1,0
694,29,5,1,11231.789,1,0
735,43,10,2,19667.328,0,1
701,37,3,2,16426.828,1,0
696,42,4,1,12635.313,0,1
661,28,7,1,10229.715,1,0
670,38,4,2,11047.212,1,0
497,34,2,2,8308.713,0,1
703,73,5,1,15967.746,0,1
597,41,4,1,9209.036,0,1
794,35,6,2,6873.091,0,1
551,59,2,1,15948.376,1,0
721,41,2,2,16821.975,0,1
671,34,5,1,11074.888,1,0
640,37,5,1,8129.808999999999,0,1
450,34,2,2,17548.093,1,0
514,30,7,1,12501.024000000001,0,1
720,33,9,2,14295.648000000001,0,1
500,34,6,1,14026.845000000001,1,0
555,40,10,1,17051.421,0,1
565,55,4,2,12812.47,0,1
642,40,1,1,13805.251,0,1
771,66,7,1,13082.788,1,0
711,34,4,2,4297.664,0,1
530,36,2,2,1472.1799999999998,1,0
624,36,10,2,18618.042,1,0
542,32,2,1,15973.756,0,1
555,33,5,1,12178.93,0,1
504,32,8,2,1565.899,0,1
814,72,2,2,13085.303,1,0
632,42,4,2,19597.886,0,1
850,54,4,1,6696.315,1,0
486,37,9,2,14499.533,0,1
678,60,8,1,19215.654000000002,0,1
680,37,10,1,8177.683999999999,1,0
769,26,7,2,17684.353,1,0
643,41,2,1,17236.341,0,1
741,50,1,1,1301.896,0,1
607,25,4,1,11528.824,1,0
560,26,3,1,15756.737,1,0
711,35,8,1,6750.8009999999995,1,0
776,38,2,1,16929.170000000002,1,0
459,50,5,1,15572.115,0,1
634,35,10,1,8263.441,1,0
649,36,2,2,7503.548,1,0
694,22,4,2,1152.572,1,0
652,27,10,2,4443.576,0,1
662,32,9,2,6508.938,0,1
562,30,3,2,14065.019,0,1
414,38,8,1,7766.111999999999,0,1
665,38,9,1,8741.274000000001,0,1
633,61,3,1,5036.862999999999,0,1
716,29,6,2,9899.861,1,0
501,40,5,1,12653.592,0,1
746,24,4,1,9410.5,1,0
725,32,0,2,13852.519,1,0
683,30,10,1,7924.089999999999,0,1
735,25,3,1,2841.123,1,0
609,41,6,1,11258.519,0,1
727,28,2,1,10143.376,1,0
656,41,6,2,3523.061,1,0
572,35,1,1,18566.284,1,0
829,50,7,2,17845.886,0,1
550,33,9,1,10360.806,1,0
555,42,6,1,4130.444,0,1
593,38,5,2,13533.711,1,0
649,51,4,1,15039.057,0,1
486,26,2,2,3139.94,0,1
796,23,3,2,12544.58,1,0
705,31,3,1,5813.497,1,0
513,35,8,1,7664.0289999999995,0,1
585,43,2,2,8940.253999999999,1,0
706,53,7,2,11793.917,0,1
679,35,1,2,3734.1169999999997,0,1
693,46,3,1,18073.624,1,0
506,59,3,1,7836.575,1,0
603,56,5,2,16222.367000000002,1,0
714,28,7,1,17773.707000000002,0,1
638,35,1,2,16537.066,0,1
758,61,8,1,18218.409,1,0
627,37,7,1,13303.196,1,0
793,38,9,2,8822.502,0,1
559,42,7,2,19004.029000000002,1,0
753,32,5,1,14881.114000000001,0,1
765,45,2,1,4713.944,0,1
700,82,2,2,18205.536,1,0
617,41,7,2,1449.667,0,1
591,27,5,1,16250.182999999999,1,0
610,46,5,1,10797.344000000001,1,0
652,26,1,1,17926.979,1,0
569,25,9,2,4438.106,0,1
596,29,6,2,11669.677,1,0
849,41,10,1,19807.216,0,1
682,55,9,1,15335.679999999998,0,1
701,32,5,1,10628.777,0,1
525,57,2,1,6444.836,1,0
443,35,9,1,12903.119,1,0
702,46,9,1,10956.328,1,0
720,52,7,1,1478.112,0,1
610,36,4,2,10263.835000000001,0,1
675,36,9,1,2299.432,0,1
439,28,7,2,13852.696,0,1
631,29,3,2,19796.345999999998,0,1
530,36,7,2,8061.909,1,0
704,31,0,2,18303.833,0,1
468,56,10,3,6225.687,1,0
592,36,10,1,14611.135,0,1
782,36,1,2,19568.143,0,1
564,31,0,1,8706.077000000001,0,1
641,31,3,1,5992.799,0,1
608,42,8,2,7117.808999999999,0,1
597,61,5,2,8129.9169999999995,0,1
655,60,3,2,8698.145,1,0
644,31,5,2,4187.217,0,1
817,27,7,1,5925.944,1,0
661,39,6,1,3881.267,0,1
733,36,5,2,10912.753999999999,0,1
622,23,8,2,13138.939000000002,1,0
509,18,7,1,17177.057999999997,0,1
650,60,8,2,10292.576,0,1
656,18,10,1,12701.432,0,1
525,37,0,1,13152.172,1,0
793,34,5,1,14335.703,1,0
513,49,5,1,12622.384,1,0
585,33,4,1,6323.965,1,0
613,26,4,1,14965.381,0,1
649,41,3,1,14480.837,1,0
607,27,2,2,6349.586,1,0
613,39,8,1,2331.559,0,1
677,25,3,2,17960.896,1,0
850,35,9,2,2532.948,1,0
562,32,6,1,9148.25,0,1
678,49,1,2,10247.289999999999,1,0
433,49,10,1,8771.161,1,0
824,38,3,2,19280.025,1,0
637,21,10,1,17507.247,1,0
803,28,3,2,15965.4,0,1
748,35,5,1,15005.720000000001,0,1
579,39,3,2,9383.564,1,0
661,31,3,1,16618.71,1,0
730,36,8,2,9183.075,1,0
681,30,2,1,18059.345,0,1
667,36,9,2,4006.2290000000003,0,1
650,20,8,2,11346.965,0,1
691,37,7,1,9816.244,1,0
629,34,1,1,11935.793,0,1
705,46,7,2,11727.335000000001,0,1
481,57,9,3,16971.935,1,0
469,48,5,1,16052.971,1,0
806,25,7,2,1846.19,0,1
760,37,7,1,3286.3239999999996,0,1
840,51,1,1,3668.7110000000002,1,0
665,28,8,1,9017.483,0,1
777,29,9,1,16374.609,1,0
775,60,7,2,11155.869999999999,0,1
612,63,2,1,14754.564999999999,1,0
476,69,1,1,13426.034,1,0
850,55,10,1,15587.957,1,0
717,48,7,1,16995.282,0,1
573,23,2,1,12296.418,1,0
600,29,8,2,3474.743,0,1
566,32,10,1,15989.103,0,1
592,39,7,2,8308.433,0,1
674,28,5,1,15192.525,0,1
546,58,3,4,12888.187,1,0
679,45,3,1,4846.689,0,1
719,35,8,1,16516.239999999998,1,0
729,39,6,1,18497.72,0,1
609,53,10,1,15464.291000000001,0,1
678,54,7,1,19174.623,0,1
633,29,7,1,13022.473,0,1
772,36,3,1,18694.835,0,1
764,48,1,1,15832.381,1,0
837,35,0,1,14532.532000000001,0,1
647,51,1,2,5495.451,1,0
667,40,8,2,9893.15,0,1
485,29,7,1,11682.850999999999,0,1
627,25,4,1,19431.393,1,0
528,35,3,1,19932.076999999997,0,1
617,44,9,2,5329.4169999999995,0,1
674,41,4,1,16669.493,1,0
512,37,1,2,15610.503,1,0
850,61,3,1,9205.375,0,1
704,54,6,3,14507.132999999998,1,0
633,58,2,2,14763.533,0,1
556,40,9,1,1799.2939999999999,1,0
755,62,1,2,14237.769,0,1
645,44,8,2,14975.670999999998,0,1
434,41,4,1,5678.411,0,1
700,28,8,1,2269.856,0,1
610,27,2,2,1454.676,1,0
836,57,4,1,3714.1620000000003,0,1
711,38,10,2,5331.178,0,1
644,54,6,1,8462.237,0,1
632,28,5,1,14515.797,1,0
717,49,1,2,12453.289999999999,1,0
689,45,0,2,15085.638,0,1
694,60,9,1,5708.897,0,1
736,25,9,2,13649.728,1,0
622,42,9,2,11912.706,0,1
636,43,6,2,4312.8949999999995,0,1
516,46,6,1,17168.185999999998,1,0
601,41,1,2,16060.706,1,0
601,35,8,1,17738.445,0,1
616,29,8,1,14074.613000000001,0,1
631,46,9,1,9350.302,0,1
796,24,8,2,6134.937,0,1
628,50,4,1,1421.777,0,1
685,58,1,1,15418.141,0,1
833,47,2,2,18224.777,0,1
744,31,0,1,15895.89,0,1
712,40,3,2,12015.872,1,0
793,52,2,1,15912.382000000001,0,1
584,31,5,2,3147.427,0,1
665,37,5,1,18354.208,1,0
578,36,1,2,14153.319,0,1
849,35,4,1,12641.98,0,1
706,29,5,1,4233.438,1,0
663,53,6,1,15131.726999999999,1,0
743,32,9,2,17525.278,0,1
775,30,4,2,4933.784,0,1
614,36,1,1,7332.908,1,0
776,38,5,1,8989.36,0,1
462,27,4,1,8058.727000000001,0,1
684,40,2,1,11546.884,0,1
733,30,0,1,5776.92,1,0
582,52,2,1,4089.361,0,1
591,34,4,1,7227.4839999999995,1,0
588,34,10,1,15372.732,1,0
778,65,7,1,7786.723,1,0
686,35,4,2,15967.654999999999,1,0
695,31,5,1,9953.768,1,0
731,41,3,2,10137.172,0,1
689,55,1,1,4236.475,1,0
762,20,1,1,8560.683,0,1
644,28,7,1,2917.952,0,1
667,40,9,1,9667.02,0,1
477,24,2,2,16269.970000000001,1,0
629,37,1,2,4967.633,1,0
678,43,2,2,19382.826999999997,1,0
711,41,3,1,10145.507000000001,1,0
823,38,1,2,15660.37,0,1
743,65,2,1,9639.967,0,1
554,39,10,1,3282.415,1,0
650,42,4,1,17104.531,0,1
529,32,9,1,3365.6349999999998,0,1
798,39,6,1,16424.833,1,0
619,30,7,1,16094.886999999999,1,0
850,61,1,1,5306.783,0,1
591,31,8,1,14167.732999999998,0,1
662,39,5,2,14621.99,0,1
564,53,2,1,4105.571,1,0
606,41,4,1,15647.635999999999,1,0
590,32,5,2,5924.983,0,1
560,24,1,1,8973.47,0,1
637,27,7,1,10141.805,1,0
821,42,3,2,6461.380999999999,0,1
531,42,6,2,7524.875,1,0
468,26,1,1,6443.616,0,1
529,63,4,3,10873.296,0,1
692,34,7,2,19507.462,1,0
745,40,6,1,4981.562,1,0
705,43,10,1,1007.2549999999999,1,0
584,59,1,1,13026.011,1,0
768,42,3,1,16124.298999999999,1,0
634,45,9,2,1762.282,0,1
673,47,1,2,3404.754,0,1
756,60,2,1,16651.349,0,1
712,74,5,2,15142.582,0,1
698,39,9,1,9021.238000000001,1,0
701,51,9,2,6196.157,0,1
758,34,3,2,12422.616,1,0
708,34,4,1,6286.8330000000005,1,0
697,76,7,2,18877.245000000003,1,0
710,35,1,1,12795.181,0,1
748,40,0,1,6041.676,0,1
591,35,7,1,5602.879,0,1
527,53,8,1,5171.157,0,1
628,51,10,2,1262.861,1,0
558,36,0,2,17236.352,1,0
678,34,6,2,12459.284,1,0
635,28,3,2,15679.135999999999,1,0
704,36,2,2,15203.967,1,0
723,38,6,2,9441.560000000001,0,1
672,53,7,1,13691.018,1,0
681,37,8,2,2529.2529999999997,0,1
640,43,7,1,6958.43,0,1
782,33,2,1,10186.639,1,0
590,22,7,1,16125.307999999999,0,1
581,31,6,2,18837.720999999998,1,0
461,25,6,2,1530.6290000000001,1,0
622,30,4,1,19689.462,1,0
777,32,2,1,13645.819,1,0
695,37,2,2,9969.265,0,1
611,35,10,1,2359.823,0,1
498,34,2,2,14852.823999999999,0,1
439,52,3,4,19887.451999999997,0,1
778,40,8,2,11750.711,0,1
630,50,8,2,7937.745,0,1
786,35,3,2,9271.297,0,1
634,31,8,1,19602.173000000003,1,0
577,32,1,2,990.2389999999999,1,0
678,51,1,1,10971.844000000001,1,0
642,26,8,1,18439.976000000002,0,1
757,31,10,2,19251.939000000002,0,1
662,41,4,1,7588.464999999999,1,0
755,78,5,1,7601.649,1,0
469,38,9,1,1195.029,0,1
643,48,8,2,17472.93,0,1
699,39,1,2,9382.663,1,0
696,32,8,1,11591.655,0,1
690,40,9,1,18905.159,1,0
734,30,3,2,10764.025,0,1
670,42,6,1,6570.686,1,0
646,44,2,1,5307.249,1,0
498,37,8,2,1486.5049999999999,0,1
749,36,7,2,8013.464999999999,0,1
625,49,2,1,2001.8790000000001,1,0
481,44,3,1,9612.372,0,1
682,48,1,1,16884.023,0,1
688,32,5,2,17760.777,1,0
493,36,9,2,6581.653,0,1
572,47,4,1,19654.985,0,1
729,67,2,1,10239.106,0,1
655,37,9,1,18024.144,0,1
604,34,7,2,19302.148999999998,1,0
603,34,9,2,16791.635000000002,1,0
767,47,5,1,12196.446,0,1
741,38,9,2,1437.901,0,1
835,45,3,1,15257.761999999999,0,1
522,32,8,2,16578.61,0,1
595,31,4,2,18999.586,0,1
641,32,5,1,9915.486,0,1
644,33,2,1,9642.058,0,1
531,37,1,2,8440.246000000001,0,1
605,33,5,1,7186.2789999999995,0,1
774,26,5,2,6471.608,1,0
643,30,5,1,16561.44,0,1
627,41,3,2,13271.98,0,1
542,54,8,1,14092.998000000001,0,1
795,56,5,1,3541.869,1,0
707,58,6,1,12647.113000000001,0,1
613,46,8,1,4439.038,1,0
850,36,6,2,4129.1050000000005,0,1
703,37,1,1,2062.94,0,1
709,30,9,2,13473.298999999999,0,1
806,59,0,1,18282.25,1,0
763,61,1,1,14398.126999999999,1,0
759,46,2,1,13838.010999999999,1,0
769,73,1,1,2979.2110000000002,1,0
567,49,5,1,9395.384,1,0
656,39,6,2,14106.988000000001,1,0
688,24,3,2,10219.516,1,0
725,31,8,2,5965.0419999999995,0,1
543,64,4,2,14830.582,0,1
763,58,9,1,3582.518,1,0
631,32,2,2,18099.029000000002,1,0
549,29,8,2,18955.844,1,0
616,31,3,1,5934.64,1,0
529,27,1,2,3776.9980000000005,1,0
590,51,10,2,19093.709,1,0
701,39,9,1,14665.198999999999,0,1
653,46,0,1,7825.013000000001,0,1
693,34,10,2,15463.135,1,0
647,47,10,1,8910.305,0,1
515,33,2,2,13602.897,0,1
627,27,1,1,10588.704,0,1
711,37,8,1,8021.5199999999995,1,0
740,37,7,2,19427.091,1,0
792,42,0,2,4716.001,1,0
620,32,7,2,3466.579,0,1
602,32,7,2,11378.199,0,1
548,33,1,2,8224.567,1,0
666,35,2,1,17501.512,0,1
748,23,8,1,13407.770999999999,1,0
471,58,4,1,3631.5029999999997,1,0
647,40,9,2,9235.721000000001,1,0
597,67,2,2,10864.585000000001,0,1
559,38,3,1,5631.139,0,1
665,40,1,1,11676.679,1,0
697,40,7,2,11695.11,1,0
473,25,6,2,4675.842,1,0
602,35,5,2,3105.002,1,0
709,62,3,2,8219.515,0,1
695,35,7,2,16038.798,0,1
675,33,0,1,6481.505,1,0
478,32,6,1,11059.362,1,0
651,47,2,2,11980.864,0,1
632,34,2,2,16538.555,1,0
644,33,9,1,9567.305,0,1
741,32,5,1,6483.923000000001,0,1
600,49,7,1,9134.776,0,1
739,41,8,1,19169.477,1,0
850,30,10,2,6281.103,0,1
586,64,1,2,5371.023,0,1
826,26,5,1,6028.530000000001,0,1
711,53,5,1,10242.850999999999,1,0
581,34,1,1,11043.151,1,0
704,39,10,2,17197.125,1,0
529,34,9,1,9320.822,0,1
605,28,6,2,15950.851999999999,1,0
559,24,3,1,8589.102,0,1
